filename,filepath,condition,voltage,noise,run,true_label,mse
imbalance_8V_quiet_run04.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\imbalance\8V\quiet\imbalance_8V_quiet_run04.wav,imbalance,8V,quiet,4,1,84.43110656738281
imbalance_8V_quiet_run05.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\imbalance\8V\quiet\imbalance_8V_quiet_run05.wav,imbalance,8V,quiet,5,1,85.29349517822266
imbalance_8V_quiet_run06.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\imbalance\8V\quiet\imbalance_8V_quiet_run06.wav,imbalance,8V,quiet,6,1,82.05435180664062
imbalance_8V_quiet_run07.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\imbalance\8V\quiet\imbalance_8V_quiet_run07.wav,imbalance,8V,quiet,7,1,87.52975463867188
imbalance_8V_quiet_run08.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\imbalance\8V\quiet\imbalance_8V_quiet_run08.wav,imbalance,8V,quiet,8,1,95.7529296875
imbalance_8V_quiet_run09.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\imbalance\8V\quiet\imbalance_8V_quiet_run09.wav,imbalance,8V,quiet,9,1,95.7403335571289
imbalance_8V_quiet_run10.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\imbalance\8V\quiet\imbalance_8V_quiet_run10.wav,imbalance,8V,quiet,10,1,96.57646942138672
normal_12V_noise_run01.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\normal\12V\noise\normal_12V_noise_run01.wav,normal,12V,noise,1,0,50.16283416748047
normal_12V_noise_run02.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\normal\12V\noise\normal_12V_noise_run02.wav,normal,12V,noise,2,0,47.49955749511719
normal_12V_noise_run03.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\normal\12V\noise\normal_12V_noise_run03.wav,normal,12V,noise,3,0,48.4886360168457
normal_12V_noise_run04.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\normal\12V\noise\normal_12V_noise_run04.wav,normal,12V,noise,4,0,46.709102630615234
normal_12V_noise_run05.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\normal\12V\noise\normal_12V_noise_run05.wav,normal,12V,noise,5,0,44.78924560546875
normal_12V_noise_run06.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\normal\12V\noise\normal_12V_noise_run06.wav,normal,12V,noise,6,0,46.86495590209961
normal_12V_noise_run07.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\normal\12V\noise\normal_12V_noise_run07.wav,normal,12V,noise,7,0,44.870601654052734
normal_12V_noise_run08.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\normal\12V\noise\normal_12V_noise_run08.wav,normal,12V,noise,8,0,43.6641960144043
normal_12V_noise_run09.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\normal\12V\noise\normal_12V_noise_run09.wav,normal,12V,noise,9,0,45.25579071044922
normal_12V_noise_run10.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\normal\12V\noise\normal_12V_noise_run10.wav,normal,12V,noise,10,0,44.74763107299805
normal_12V_quiet_run01.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\normal\12V\quiet\normal_12V_quiet_run01.wav,normal,12V,quiet,1,0,79.5719985961914
normal_12V_quiet_run02.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\normal\12V\quiet\normal_12V_quiet_run02.wav,normal,12V,quiet,2,0,79.35533905029297
normal_12V_quiet_run03.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\normal\12V\quiet\normal_12V_quiet_run03.wav,normal,12V,quiet,3,0,79.86229705810547
normal_12V_quiet_run04.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\normal\12V\quiet\normal_12V_quiet_run04.wav,normal,12V,quiet,4,0,79.38441467285156
normal_12V_quiet_run05.wav,C:\Users\14259\Desktop\hvac_fan_dataset\raw_audio\normal\12V\quiet\normal_12V_quiet_run05.wav,normal,12V,quiet,5,0,78.93183898925781
